Tweet id,Tweet permalink,Tweet text,time (utc),date (cst),"score (10x user profile click, 5x retweet, 7x reply, 1x favorite, 1x url click, 1x detail expand)",Followers (est),impressions,engagements,engagement rate,retweets,replies,favorites,user profile clicks,url clicks,hashtag clicks,detail expands,time of day,day of week,char length (not including url),topic:technology?,topic:privacy?,topic:data?,topic:education?,content type: website?,content type: blog?,content type: article?,content type: video?,content source,number of hashtags,#edchat?,#edtech?,#dataforstudents?,#eddata or #educationdata?,conference related?,image?,11-noon Tuesday?,url?,quotation?,questionmark?,people count,people:news,people:author,people:other,hand scored?,normalization factor,normalized score,standard deviation,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted favorites,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted embedded media clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted video views
5.81E+17,https://twitter.com/Learnmetrics/status/580762471662780416,Can what works for their school work for ours? Maybe not. #dataforstudents http://t.co/IWNH5ZRt0c,2015-03-25 16:05 +0000,3/25/15,10,941,229,1,0.004366812,0,0,0,1,0,0,0,11:05,Wednesday,74,,,,,,,,,,1,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE,FALSE,TRUE,0,,,,,0.56717449,6,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.81E+17,https://twitter.com/Learnmetrics/status/580702037253496832,"_ÑÒSetting up a school in Afghanistan that nurtures liberal arts, humanism and free thinking has not proved to an easy task._Ñ...",2015-03-25 12:05 +0000,3/25/15,12,941,222,3,0.013513514,0,0,0,1,0,0,2,7:05,Wednesday,130,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,0,,,,,0.56717449,7,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.80E+17,https://twitter.com/Learnmetrics/status/580098047616663552,"Data rarely got _ÑÉ""to the front lines"" _ÑÐ to professors, counselors and students _ÑÐ to help craft robust interventions._Ñé http://t.co/tOAZF3tzvD",2015-03-23 20:05 +0000,3/23/15,16,931,239,7,0.029288703,0,0,0,1,2,0,4,15:05,Monday,125,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,0,,,,,0.57301559,9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.80E+17,https://twitter.com/Learnmetrics/status/580027530645733376,"K-12 teachers ""have less control over their professional lives in an increasingly bitter, politicized environment_Ñ http://t.co/ZdWqJ2gIYn",2015-03-23 15:25 +0000,3/23/15,14,931,213,5,0.023474178,0,0,0,1,2,0,2,10:25,Monday,116,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,0,,,,,0.57301559,8,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.80E+17,https://twitter.com/Learnmetrics/status/579976239349424128,"_ÑÒStudents aren't separated by who wants to go to college and who wants to get a job. Instead, they're all preparing for both._Ñ...",2015-03-23 12:01 +0000,3/23/15,0,931,208,0,0,0,0,0,0,0,0,0,7:01,Monday,133,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,0,,,,,0.57301559,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.79E+17,https://twitter.com/Learnmetrics/status/578950552740036608,_ÑÒThe school started out in a half-ruined building with only 37 students._Ñ http://t.co/cCoa67Mn32,2015-03-20 16:05 +0000,3/20/15,8,916,297,4,0.013468013,1,0,2,0,1,0,0,11:05,Friday,77,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.58177724,5,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.79E+17,https://twitter.com/Learnmetrics/status/578888924858302464,_ÑÒthere are things that seem to work well_ÑÓoften very well_ÑÓin particular places and at certain times._Ñ - @educationweek http://t.co/5MDGCpwsau,2015-03-20 12:00 +0000,3/20/15,1,916,293,1,0.003412969,0,0,1,0,0,0,0,7:00,Friday,125,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,1,,,,,0.58177724,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.79E+17,https://twitter.com/Learnmetrics/status/578647766974513152,_ÑÒCareer classes are not just for students going straight into the workforce_Ñ @npr_ed http://t.co/DcNLE697SM,2015-03-19 20:02 +0000,3/19/15,29,911,558,7,0.012544803,1,0,3,2,1,0,0,15:02,Thursday,88,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,1,,,,,0.58469779,17,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.79E+17,https://twitter.com/Learnmetrics/status/578587062938505216,"""In the newness of charter schools in Mississippi, there isn_Ñét a clear answer yet. The lack of precedent is tough._Ñ http://t.co/u3fRABXGtD",2015-03-19 16:01 +0000,3/19/15,0,911,231,0,0,0,0,0,0,0,0,0,11:01,Thursday,119,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,0,,,,,0.58469779,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.79E+17,https://twitter.com/Learnmetrics/status/578527649246670848,"""When parents have comprehensive and easy to understand data, they can start making better decisions."" @dropoutnation http://t.co/fdd2HB7Eun",2015-03-19 12:05 +0000,3/19/15,10,911,442,6,0.013574661,1,0,2,0,3,0,0,7:05,Thursday,117,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,1,,,,,0.58469779,6,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.78E+17,https://twitter.com/Learnmetrics/status/578285209612763136,"_ÑÉ""what works"" is often a product of context, conditions, and circumstance_Ñé - @rickhess99 @educationweek http://t.co/wHSzCZjxNz",2015-03-18 20:01 +0000,3/18/15,19,906,701,6,0.008559201,1,0,2,1,0,0,2,15:01,Wednesday,107,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,2,,,,,0.58761834,11,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.78E+17,https://twitter.com/Learnmetrics/status/578238286184996864,"_ÑÒIt_Ñés a huge challenge for big districts, and an even bigger challenge for smaller districts._Ñ http://t.co/fZQd5m9YBj #dataforstudents",2015-03-18 16:55 +0000,3/18/15,2,906,188,2,0.010638298,0,0,1,0,1,0,0,11:55,Wednesday,100,,,,,,,,,,1,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.58761834,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/576482994334117889,"An interactive look at the ""teaching machines"" of yesterday, today, and tomorrow. #edchat | http://t.co/voyZOxbtQ6",2015-03-13 20:40 +0000,3/13/15,19,881,452,10,0.022123894,0,0,2,1,5,0,2,15:40,Friday,91,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,0,,,,,0.60222109,11,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/576051429841985537,Education reform must begin and end with the welfare of the children. #edchat | http://t.co/cIvfkfOAsi,2015-03-12 16:05 +0000,3/12/15,17,876,688,4,0.005813953,1,0,0,1,1,0,1,11:05,Thursday,79,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.60514164,10,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/575695219242483713,Research should be an input in ed. product design rather than just as an efficacy measure at the end - @cameronewhite #sxswgbl #sxswedu,2015-03-11 16:30 +0000,3/11/15,30,871,496,8,0.016129032,1,0,5,2,0,0,0,11:30,Wednesday,135,,,,,,,,,,2,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,1,,,,X,0.60806219,18,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/575690294970159104,Data holds the power to create powerful change. #eddata #edtech | http://t.co/Bmwldu54jZ,2015-03-11 16:10 +0000,3/11/15,10,871,415,6,0.014457831,1,0,4,0,1,0,0,11:10,Wednesday,65,,,X,X,,,X,,Fast Company,2,FALSE,TRUE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.60806219,6,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/575682992884027393,"Games do exceptional job helping students apply their skills, examine their choices and identify what works @glasslabgames #sxswgbl #sxswedu",2015-03-11 15:41 +0000,3/11/15,23,871,670,7,0.010447761,2,0,1,1,0,0,2,10:41,Wednesday,140,,,,X,,,,,,2,FALSE,FALSE,FALSE,FALSE,X,,FALSE,FALSE,FALSE,FALSE,1,,,X,X,0.60806219,14,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.76E+17,https://twitter.com/Learnmetrics/status/575636126637101056,_ÑÒWe_Ñére starting to see a maturity in the user friendliness and the interfaces with media and technology._Ñ #edtech | http://t.co/ClZ91j7vPe,2015-03-11 12:35 +0000,3/11/15,2,871,227,2,0.008810573,0,0,1,0,1,0,0,7:35,Wednesday,121,,,,X,,,X,,Learning Curve,1,FALSE,TRUE,FALSE,FALSE,,,TRUE,TRUE,FALSE,FALSE,0,,,,X,0.60806219,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.75E+17,https://twitter.com/Learnmetrics/status/575370028192808961,"""data points represent real people and we have an obligation to create a culture of data stewardship."" Michael Hawes, @usedgov | #sxswedu",2015-03-10 18:57 +0000,3/10/15,10,866,264,1,0.003787879,0,0,0,1,0,0,0,13:57,Tuesday,137,,,,X,,,,,,1,FALSE,FALSE,FALSE,FALSE,X,,FALSE,FALSE,TRUE,FALSE,1,,,X,X,0.61098274,6,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.75E+17,https://twitter.com/Learnmetrics/status/575333102022750209,Looking at mindset and engagement indicators as drivers of college completion by @JLinEDU @McKinsey | #sxswedu #dataforstudents,2015-03-10 16:31 +0000,3/10/15,0,866,234,0,0,0,0,0,0,0,0,0,11:31,Tuesday,127,,,,X,,,,,,2,FALSE,FALSE,TRUE,FALSE,X,,FALSE,FALSE,FALSE,FALSE,2,,,X,X,0.61098274,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.75E+17,https://twitter.com/Learnmetrics/status/575306585473486848,Great session on giving students ownership of their #eddata by @ebomas | #sxswedu #dataforstudents,2015-03-10 14:45 +0000,3/10/15,5,866,345,2,0.005797101,1,0,0,0,0,1,0,9:45,Tuesday,98,,,X,X,,,,,,3,FALSE,FALSE,TRUE,TRUE,X,,FALSE,FALSE,FALSE,FALSE,1,,,X,X,0.61098274,3,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.75E+17,https://twitter.com/Learnmetrics/status/575025876556988416,"If we are to teach young people how to be life-long learners, we must be life-long learners ourselves. #edchat | http://t.co/rqErDSqG3j",2015-03-09 20:10 +0000,3/9/15,0,861,271,0,0,0,0,0,0,0,0,0,15:10,Monday,112,,,,X,,,X,,Education Week,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.61390329,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.75E+17,https://twitter.com/Learnmetrics/status/574911360447942656,"KIPP _ÑÒis making sure that all of their instructional choices are rooted in data."" #edchat #eddata http://t.co/PYll9LmWwU",2015-03-09 12:35 +0000,3/9/15,0,861,288,0,0,0,0,0,0,0,0,0,7:35,Monday,99,,,X,X,,,X,,Education Week,2,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,TRUE,FALSE,0,,,,X,0.61390329,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.74E+17,https://twitter.com/Learnmetrics/status/573952575252402176,"Arts integration succeeds because it taps into so many different interests, abilities, and forms of learning. #edchat http://t.co/6zDyzA7odK",2015-03-06 21:05 +0000,3/6/15,4,846,307,4,0.013029316,0,0,0,0,1,0,3,16:05,Friday,117,,,,X,,,X,,KQED News,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62266494,2,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.74E+17,https://twitter.com/Learnmetrics/status/573895943533301760,A look back at the long and winding road of #edtech in the classroom. #edchat | http://t.co/VNsUEt7deH,2015-03-06 17:20 +0000,3/6/15,0,846,348,0,0,0,0,0,0,0,0,0,12:20,Friday,79,X,,,X,,,X,,Learning Curve,2,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62266494,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.74E+17,https://twitter.com/Learnmetrics/status/573831716479070208,"_ÑÒSolving complex, dynamic problems requires evolutionary approaches._Ñ #eddata #edtech | http://t.co/rn7IymHihw",2015-03-06 13:05 +0000,3/6/15,16,846,427,3,0.007025761,1,0,0,1,1,0,0,8:05,Friday,91,,,,X,,,X,,Fast Company,2,FALSE,TRUE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62266494,10,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.74E+17,https://twitter.com/Learnmetrics/status/573529874821967873,"_ÑÒWe are not doing enough to empower them, support and engage them._Ñ @Robert_Simmons3 #edchat http://t.co/jrn2qebCOD",2015-03-05 17:05 +0000,3/5/15,12,841,287,3,0.010452962,0,0,0,1,1,0,1,12:05,Thursday,96,,,,X,,,X,,The Washington Post,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,1,,,X,X,0.62558549,8,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.73E+17,https://twitter.com/Learnmetrics/status/573473133690286080,_ÑÒEducational leaders must be visionaries. To be a visionary one must be able to look beyond the horizon._Ñ #edchat | http://t.co/00cq1O80o6,2015-03-05 13:20 +0000,3/5/15,1,841,256,1,0.00390625,0,0,0,0,1,0,0,8:20,Thursday,119,,,,X,,,X,,Education Week,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62558549,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.73E+17,https://twitter.com/Learnmetrics/status/573231501757845505,_ÑÒData will help us along the pathway to large-scale change that can address the huge social needs_Ñ #eddata | http://t.co/aBbJZ4rxBg,2015-03-04 21:20 +0000,3/4/15,7,836,304,3,0.009868421,1,0,0,0,1,0,1,16:20,Wednesday,112,,,X,,,,X,,Fast Company,1,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62850604,4,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.73E+17,https://twitter.com/Learnmetrics/status/573163656420171777,_ÑÒDocumenting solid processes for data control helps alleviate privacy concerns and bolsters community confidence._Ñ http://t.co/7DUZbjJFBU,2015-03-04 16:50 +0000,3/4/15,8,836,228,8,0.035087719,0,0,8,0,0,0,0,11:50,Wednesday,118,,,X,X,,,X,,District Administration,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62850604,5,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.73E+17,https://twitter.com/Learnmetrics/status/573106211454898176,_ÑÒHigher analytical thinking and reasoning and student voice fit so well with the arts._Ñ #edchat http://t.co/1gsjiugQSN,2015-03-04 13:02 +0000,3/4/15,1,836,238,1,0.004201681,0,0,1,0,0,0,0,8:02,Wednesday,99,,,,X,,,X,,KQED News,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.62850604,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.73E+17,https://twitter.com/Learnmetrics/status/572502129740529666,D.C. Schools investing $20 million in efforts to help male minority students excel in academics. #edchat http://t.co/RK7FfjYTeh,2015-03-02 21:01 +0000,3/2/15,6,826,379,2,0.005277045,1,0,0,0,1,0,0,16:01,Monday,104,,,,X,,,X,,The Washington Post,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.63434714,4,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.72E+17,https://twitter.com/Learnmetrics/status/572386076091912192,"Levels of inequity, child poverty and violence in our communities _ÑÉwill probably shock the American people._Ñ http://t.co/TIbBbdk4yw",2015-03-02 13:20 +0000,3/2/15,13,826,221,4,0.018099548,0,0,0,1,1,0,2,8:20,Monday,112,,,X,X,,,,,International Indicators for Education,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,X,0.63434714,8,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/571425919040143360,Well-integrated #edtech should add a new dimension to a child_Ñés experience and creative expression. #edchat http://t.co/Aeo03RFSxf,2015-02-27 21:45 +0000,2/27/15,12,811,664,4,0.006024096,2,0,0,0,0,0,2,16:45,Friday,109,,,,,,,,,,2,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64310879,8,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/571354742322028544,"Arts not only boosts academic achievement but also promotes creativity, self-confidence and school pride. #edchat http://t.co/UkQpw9s5Hc",2015-02-27 17:02 +0000,2/27/15,15,811,441,3,0.006802721,3,0,0,0,0,0,0,12:02,Friday,113,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64310879,10,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/571296332624896000,"Data-mining must be used for the district_Ñés advantage, not for the vendor_Ñés. ë_#edchat #eddata #dataforstudents http://t.co/Sqk44kkQ8s",2015-02-27 13:10 +0000,2/27/15,2,811,306,2,0.006535948,0,0,0,0,2,0,0,8:10,Friday,115,,,,,,,,,,3,TRUE,FALSE,TRUE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64310879,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/571052635115139072,Study from @natlsuperntndnt suggests that international tests by themselves provide an incomplete comparison #eddata http://t.co/5VOIet7fxA,2015-02-26 21:02 +0000,2/26/15,0,806,242,0,0,0,0,0,0,0,0,0,16:02,Thursday,116,,,,,,,,,,1,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,1,,,,,0.64602934,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/570986762761338880,"In a field where personal connection is critical, why dont some teachers feel connected to their work. #edchat http://t.co/VMKMWYxEkh",2015-02-26 16:40 +0000,2/26/15,0,806,257,0,0,0,0,0,0,0,0,0,11:40,Thursday,110,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64602934,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/570933906737922048,"By 4th grade, nearly half of D.C._Ñés minority students read below grade level. #edchat http://t.co/WFRVNwtEtW",2015-02-26 13:10 +0000,2/26/15,16,806,241,7,0.029045643,0,0,0,1,3,0,3,8:10,Thursday,87,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64602934,10,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/570702387624726529,"Keeping information out of the wrong hands requires leadership, diligence and collaboration. #eddata #dataforstudents http://t.co/YbUDSoVAQH",2015-02-25 21:50 +0000,2/25/15,0,801,224,0,0,0,0,0,0,0,0,0,16:50,Wednesday,117,,,,,,,,,,2,FALSE,FALSE,TRUE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64894989,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.71E+17,https://twitter.com/Learnmetrics/status/570572819257548801,An interactive look at how a school moved from limited #edtech to full integration. #edchat http://t.co/IGHz3Wkeet,2015-02-25 13:15 +0000,2/25/15,18,801,282,5,0.017730496,1,0,2,1,1,0,0,8:15,Wednesday,91,,,,,,,,,,2,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.64894989,12,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.70E+17,https://twitter.com/Learnmetrics/status/569975089892093952,"When 57% of American teachers are _ÑÒdisengaged_Ñ with their work, what does that mean for the classroom? #eddata http://t.co/EyrZrCEMun",2015-02-23 21:40 +0000,2/23/15,17,791,459,9,0.019607843,1,1,4,0,1,0,0,16:40,Monday,114,,,,,,,,,,1,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,TRUE,0,,,,,0.65479099,11,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.70E+17,https://twitter.com/Learnmetrics/status/569900911792930816,What do international tests tell us about how American ed. can improve? More data points are needed. @natlsuperntndnt http://t.co/7RBJCQGInH,2015-02-23 16:45 +0000,2/23/15,0,791,204,0,0,0,0,0,0,0,0,0,11:45,Monday,117,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,TRUE,1,,,,,0.65479099,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.70E+17,https://twitter.com/Learnmetrics/status/569845523571732481,"Building a better school day starts with a focus on quality, not just quantity. #edchat | http://t.co/iTTvTQRPDJ",2015-02-23 13:05 +0000,2/23/15,9,791,353,5,0.014164306,1,0,2,0,1,0,1,8:05,Monday,89,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.65479099,6,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.69E+17,https://twitter.com/Learnmetrics/status/568878234189885440,"Autonomy, expression, interpretation, inquiry, and engagement among the benefits of an arts education. #edchat | http://t.co/VFV0FoDXEV",2015-02-20 21:01 +0000,2/20/15,15,776,307,6,0.019543974,0,0,0,1,2,0,3,16:01,Friday,112,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66355264,10,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.69E+17,https://twitter.com/Learnmetrics/status/568812427095248896,#EdTech in the classrooms of young children is here to stay. The challenge is making sure it is used appropriately. http://t.co/hRRNcd4vbu,2015-02-20 16:40 +0000,2/20/15,13,776,311,6,0.019292605,0,0,0,1,1,0,2,11:40,Friday,115,,,,,,,,,,1,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66355264,9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.69E+17,https://twitter.com/Learnmetrics/status/568765874099884032,Students aren_Ñét thinking about tests if they_Ñére worrying about their next meal. #edchat #eddata http://t.co/DzxYnDKYA2,2015-02-20 13:35 +0000,2/20/15,32,776,1019,16,0.015701668,4,0,2,0,5,0,5,8:35,Friday,99,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66355264,21,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.69E+17,https://twitter.com/Learnmetrics/status/568516749882052608,"""We know time matters, but it only matters if it is used well."" #edchat http://t.co/O6IsOGTmdd",2015-02-19 21:05 +0000,2/19/15,11,771,258,2,0.007751938,0,0,1,1,0,0,0,16:05,Thursday,71,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,0,,,,,0.66647319,7,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.68E+17,https://twitter.com/Learnmetrics/status/568453839545872384,We must invest in better data so we can more effectively reach out-of-school children.  @UNICEF #edchat #eddata | http://t.co/tLxk3l9gHK,2015-02-19 16:55 +0000,2/19/15,0,771,258,0,0,0,0,0,0,0,0,0,11:55,Thursday,113,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,1,,,,,0.66647319,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.68E+17,https://twitter.com/Learnmetrics/status/568397169675382784,Research reveals the emotional connections between classroom engagement and teacher health. #edchat #eddata http://t.co/2AwoxDaW0M,2015-02-19 13:10 +0000,2/19/15,0,771,199,0,0,0,0,0,0,0,0,0,8:10,Thursday,107,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66647319,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.68E+17,https://twitter.com/Learnmetrics/status/568158086734745600,"With student poverty at 51%, _ÑÒIt hasn_Ñét stabilized. ë_It_Ñés getting worse._Ñ #edchat #eddata http://t.co/t46pV2dgRB",2015-02-18 21:20 +0000,2/18/15,5,766,293,1,0.003412969,1,0,0,0,0,0,0,16:20,Wednesday,98,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66939374,3,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.68E+17,https://twitter.com/Learnmetrics/status/568090235088871424,"As we're experiencing an increase in childhood obesity, schools strive to offer healthy meal choices. #edchat http://t.co/qKfA24EkmR",2015-02-18 16:50 +0000,2/18/15,0,766,164,0,0,0,0,0,0,0,0,0,11:50,Wednesday,109,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66939374,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.68E+17,https://twitter.com/Learnmetrics/status/568033558201282560,"_ÑÒThe human ability to imagine is inborn, but this precious capacity is fragile_Ñ - ready to be nurtured or ignored. http://t.co/IOXttNlicr",2015-02-18 13:05 +0000,2/18/15,1,766,130,1,0.007692308,0,0,1,0,0,0,0,8:05,Wednesday,118,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,0,,,,,0.66939374,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
